,Category,Brand,Comments,Repair_Status,Event_Location,Restart_Group,Event_Date,Location_Coordinates
3916,Misc,Russell Hobbs ,Corroded connectors and terminal components. ,End of life,Sherwood Methodist Church,Nottingham Fixers,2018-04-07,"[52.956478, -1.146526]"
3917,Misc,Kenwood,Too big a job to fix here,Repairable,Sherwood Methodist Church,Nottingham Fixers,2018-04-07,"[52.956478, -1.146526]"
3918,Misc,Seiko,None,Repairable,Sherwood Methodist Church,Nottingham Fixers,2018-04-07,"[52.956478, -1.146526]"
3919,Digital Compact Camera,Minolta,Leaked battery - whole circuitboard needs replacing,Repairable,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3920,Digital Compact Camera,Pentax,Broken screen - needs expert,Repairable,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3921,Misc,Unknown,walkman plays wrong side  - belt was adjusted,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3922,Misc,Unknown,walkman not working - advice given,Repairable,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3923,Mobile,Nokia,Does not switch on.  Battery dead.,Repairable,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3924,Hi-Fi separates,Denon,Fuse change,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3925,Misc,Pet L,corroded contact,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3926,Misc,Rolson,corroded contact,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3927,Misc,BLT,bike headlight,End of life,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3928,Laptop medium,Samsung,One key on keyboard without function.  Reassigned.,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3929,Digital Compact Camera,Olympus,None,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3930,Mobile,Samsung,Overloaded,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3931,Mobile,Motorola ,"Email lost - found, needed functionality help",Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3932,Mobile,Nokia,email links don't open,Repairable,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3933,Portable radio,Roberts,resolder required,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3934,Tablet,Samsung,Help with functionaility,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3935,Portable radio,John Lewis,plug cover broken,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3936,Portable radio,Roberts,no power,End of life,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3937,Small kitchen item,Bulbitt & sons,"Coffee percolator. Not heating. Element ok, needs parts",Repairable,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3938,Toaster,Philips,Broken lever,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3939,Digital Compact Camera,Minolta,Leaked battery - whole circuitboard needs replacing,Repairable,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3940,Digital Compact Camera,Pentax,Broken screen - needs expert,Repairable,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3941,Misc,Unknown,walkman plays wrong side  - belt was adjusted,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3942,Misc,Unknown,walkman not working - advice given,Repairable,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3943,Laptop medium,Gateway,Thermal paste successfully replace but still not working perfectly.,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3944,Laptop medium,Dell,Not switching on.  Motherboard problem.,End of life,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3945,Hair & Beauty item,Revlon,Hairdryer. no power. Selector button broken - set to medium,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3946,Hair & Beauty item,Unknown,vibrating.  Cleaned,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3947,Misc,Lervia,Iron. no power. Element broken,End of life,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3948,Laptop medium,dell,very slow - needs parts,Repairable,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3949,Tablet,Samsung,"won't turn on, won't charge",End of life,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3950,Kettle,DeLonghi,Burnt out,End of life,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3951,Lamp,Unknown,didn't turn on - now working,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3952,Small kitchen item,Unknown,scale wasn't working,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3953,Desktop computer,HP,HD needed removing,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3954,Mobile,samsung,not working; reset,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3955,Toaster,Unknown,element gone - now reconnected,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3956,Vacuum,Unknown,element was gone - less noisy now,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3957,Power tool,Unknown,Switch - put into cable,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3958,Vacuum,Unknown,Power was low - filter needs washing and needs replacement part,Fixed,"The Redmond Centre, Manor House",Hackney Fixers,2018-02-03,"[51.573445, -0.07243759999999999]"
3959,PC Accessory,Dell,wires touching where  braided / extended two together. ,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3960,Digital Compact Camera,Canon,Broken button,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3961,Digital Compact Camera,Nikon,No lens,Repairable,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3962,Mobile,Apple,Does not switch on.  ,End of life,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3963,Tablet,Apple,Install replacement battery ,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3964,Hi-Fi separates,Sony,Jams,End of life,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3965,Musical instrument,Unknown,"Broken button, sound problems.  Flimsy electronics.",End of life,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3966,Hair & Beauty item,Remington,"Light on, no heat.  Broken element",End of life,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3967,Lamp,Serious readers,Does not switch on.  Control component failed but has 5 year warranty.,Repairable,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3968,Misc,Toyozumi Dengenkiki,No function - plugging in wrong appliance,Fixed,Abbey Community Centre,Restarters Kilburn,2018-04-21,"[51.539813, -0.1985291]"
3969,Printer/scanner,HP ,Ink install problem,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3970,Headphones,Philips,Loose part,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3971,Small kitchen item,Tesco,No function - thought to be motor,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3972,Toaster,Russell Hobbs,None,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3973,PC Accessory,Logitech,broken button resoldered,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3974,Hi-Fi separates,Unknown,needs spare band - part identified,Repairable,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3975,Lamp,Ikea,None,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3976,Misc,Panasonic,No function,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3977,Laptop medium,Sony,Slow,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3978,PC Accessory,Unknown,broken keys,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3979,Hi-Fi separates,Unknown,plug replacement.  Need circuit diagram.,Repairable,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3980,Portable radio,DAB,Speaker not functioning after freezing,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3981,Kettle,Dualit,Goes on but no heat,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3982,Laptop medium,Sony,Slow,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3983,PC Accessory,Unknown,broken keys,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3984,Hi-Fi separates,Unknown,plug replacement.  Need circuit diagram.,Repairable,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3985,Portable radio,Goodman,Pocket DAB radio. Speaker not functioning after freezing,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3986,Kettle,Dualit,Goes on but no heat,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3987,Laptop medium,Dell,Does not start.  Power supply voltage low.,Repairable,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3988,Laptop medium,Apple,start-up problem - needs new HD,Repairable,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3989,Laptop medium,Sony,Broken screen,Repairable,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3990,Printer/scanner,Canon,No function - error message,Repairable,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3991,Tablet,Asus,Does not start - needs battery,Repairable,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3992,Lamp,Unknown,No function,End of life,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3993,Misc,Unknown,reassembly after cleaning,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3994,Laptop medium,Medion,Slow & hot.  Some improvements made but more to do.,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3995,Hi-Fi integrated,Hitachi,CD player no sound - cassette player only fixed,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3996,Portable radio,Fifty,None,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3997,Portable radio,Sony,Clock radio - broken button so  operate with screwdriver,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3998,Laptop medium,Medion,Slow & hot.  Some improvements made but more to do.,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
3999,Hi-Fi integrated,Hitachi,CD player no sound - cassette player only fixed,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
4000,Portable radio,Fifty,None,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
4001,Portable radio,Sony,Clock radio - broken button so  operate with screwdriver,Fixed,Kingsgate Community Centre,Restarters Kilburn,2018-04-07,"[51.539813, -0.1985291]"
4002,Laptop medium,Apple,"Touchbar not working,  too expensive for us to buy and repair too difficult, referred student to Apple",Repairable,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4003,Mobile,Apple,"cracked LCD replaced, home button replaced, camera replaced",Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4004,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4005,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4006,Mobile,Apple,"broken screen, but part was't available",Repairable,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4007,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4008,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4009,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4010,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4011,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4012,Mobile,Apple,software issue resolved with reset,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4013,Mobile,Apple,replaced cracked screen and fixed boot loop,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4014,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4015,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4016,Mobile,Apple,replaced LCD,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4017,Mobile,Apple,replaced battery,Fixed,Restart Center,Restart Center ECFS,2018-04-01,"[40.8891752, -73.9063937]"
4018,Laptop medium,Apple,Replaced battery,Fixed,Restart Center,Restart Center ECFS,2017-10-01,"[40.8891752, -73.9063937]"
4019,Laptop large,Apple,replaced battery,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4020,Laptop medium,Apple,replaced battery,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4021,Digital Compact Camera,Flip,Replaced battery,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4022,Mobile,Apple,replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4023,Mobile,Apple,replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4024,Mobile,Apple,replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4025,Mobile,Apple,replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4026,Mobile,Apple,replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4027,Mobile,Apple,replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4028,Mobile,Apple,replaced cracked LCD and microphone,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4029,Mobile,Apple,replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4030,Mobile,Apple,Part too expensive & device under warranty. referred to Apple,Repairable,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4031,Mobile,Apple,"intermittent volume issues, referred to apple. No identifiable hardware issue",Repairable,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4032,Mobile,Apple,replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4033,Mobile,Apple,cracked LCD replaced,Fixed,Restart Center,Restart Center ECFS,2018-02-01,"[40.8891752, -73.9063937]"
4034,Laptop large,Apple,Battery replaced,Fixed,Restart Center,Restart Center ECFS,2018-01-01,"[40.8891752, -73.9063937]"
4035,Laptop medium,Apple,Battery replaced,Fixed,Restart Center,Restart Center ECFS,2018-01-01,"[40.8891752, -73.9063937]"
4036,Laptop medium,Apple,Battery replaced,Fixed,Restart Center,Restart Center ECFS,2018-01-01,"[40.8891752, -73.9063937]"
4037,Mobile,Apple,Replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-01-01,"[40.8891752, -73.9063937]"
4038,Mobile,Apple,Replaced cracked LCD,Fixed,Restart Center,Restart Center ECFS,2018-01-01,"[40.8891752, -73.9063937]"
